2019-10-01,58732
2019-10-02,43508
2019-10-03,44689
2019-10-04,36496
2019-10-05,59303
2019-10-06,40684
2019-10-07,53483
2019-10-08,19565
2019-10-10,47856
2019-10-11,36781
2019-10-12,51793
2019-10-13,24215
2019-10-14,52247
2019-10-15,47509
2019-10-16,52915
2019-10-17,58254
2019-10-18,34677
2019-10-19,56339
2019-10-20,30501
2019-10-21,55921
2019-10-22,42196
2019-10-23,44055
2019-10-24,47859
2019-10-25,38262
2019-10-26,54649
2019-10-27,49355
2019-10-28,50592
2019-10-29,55377
2019-10-30,57266
2019-10-31,53807
2019-11-01,38946
2019-11-02,58821
2019-11-03,44106
2019-11-04,53900
2019-11-05,52594
2019-11-06,55894
2019-11-07,56949
2019-11-08,43607
2019-11-09,61403
2019-11-10,49603
2019-11-11,45466
2019-11-12,48365
2019-11-13,46969
2019-11-14,60873
2019-11-15,39579
2019-11-16,61183
2019-11-17,48603
2019-11-18,51861
2019-11-19,56888
2019-11-20,60327
2019-11-21,58010
2019-11-22,42374
2019-11-23,60864
2019-11-24,45876
2019-11-25,48005
2019-11-26,49698
2019-11-27,53754
2019-11-28,56469
2019-11-29,42102
2019-11-30,62301
2019-12-01,46729
2019-12-02,52971
2019-12-03,55616
2019-12-04,58669
2019-12-05,56843
2019-12-06,41003
2019-12-07,63099
2019-12-08,41313
2019-12-09,48143
2019-12-10,56538
2019-12-11,51214
2019-12-12,52467
2019-12-13,40208
2019-12-14,67180
2019-12-15,49873
2019-12-16,46616
2019-12-17,49825
2019-12-18,56005
2019-12-19,61060
2019-12-20,40948
2019-12-21,64507
2019-12-22,38618
2019-12-23,48477
2019-12-24,57862
2019-12-25,53871
2019-12-26,43854
2019-12-27,37912
2019-12-28,49384
2019-12-29,46831
2019-12-30,58079
2019-12-31,59506
2020-01-01,59885
2020-01-02,51948
2020-01-03,41822
2020-01-04,53367
2020-01-05,44953
2020-01-06,50969
2020-01-07,56293
2020-01-08,43877
2020-01-09,51520
2020-01-10,41346
2020-01-11,55617
2020-01-12,46309
2020-01-13,53012
2020-01-14,53967
2020-01-15,52715
2020-01-16,55992
2020-01-17,40639
2020-01-18,62297
2020-01-19,41128
2020-01-20,45609
2020-01-21,48405
2020-01-22,52082
2020-01-23,55688
2020-01-24,39171
2020-01-25,63515
2020-01-26,46154
2020-01-27,56390
2020-01-28,51633
2020-01-29,50217
2020-01-30,56209
2020-01-31,41199
2020-02-01,58240
2020-02-02,45733
2020-02-03,54721
2020-02-04,53940
2020-02-05,56902
2020-02-06,56839
2020-02-07,39359
2020-02-08,55358
2020-02-09,38388
2020-02-10,47754
2020-02-11,52849
2020-02-12,59933
2020-02-13,60777
2020-02-14,40881
2020-02-15,64501
2020-02-16,48094
2020-02-17,50881
2020-02-18,56299
2020-02-19,53517
2020-02-20,59414
2020-02-21,39389
2020-02-22,61993
2020-02-23,45767
2020-02-24,53952
2020-02-25,54798
2020-02-26,55046
2020-02-27,57355
2020-02-28,45252
2020-02-29,62957
2020-03-01,44910
2020-03-02,68351
2020-03-03,46469
2020-03-04,45076
2020-03-05,58014
2020-03-06,40003
2020-03-07,49807
2020-03-08,49705
2020-03-09,44058
2020-03-10,56620
2020-03-11,47092
2020-03-12,37304
2020-03-13,27596
